gene_entrez_id,mean_abs_shap_ambiguity_score
2280,0.0016115377365669978
9023,0.0015953664927919832
729230,0.0015938235663920802
3091,0.001589155290381574
947,0.00158702869354151
30845,0.00157861572143119
4311,0.001574836729486287
84969,0.0015703888691945191
1844,0.0015696208847863426
8784,0.0015509821665103288
5918,0.0015498227862480066
3687,0.001548350315008127
6347,0.001526954291766778
3482,0.0015241441828291143
3561,0.001521151423391204
90,0.001515615221488418
5327,0.0015137774060010052
50852,0.0015086630099584311
7292,0.001507579285932615
2214,0.0015032834674882315
4089,0.0014942242174197159
3537,0.0014929330577736796
4783,0.0014901109601563349
3725,0.0014831637714116629
959,0.0014798518326018257
1672,0.0014749650688660487
51561,0.0014728132700079128
7076,0.001470598771080041
3684,0.0014662657017815172
658,0.0014625659421715212
3002,0.001460328211919609
4222,0.0014597664209106856
5054,0.0014543497613057382
3320,0.0014528913140094812
1786,0.0014488010114720533
5800,0.0014479928296445605
7494,0.0014446073933002223
112744,0.0014410589697639593
2322,0.0014346724940571375
654,0.0014279252051364883
10219,0.0014252134093349661
7040,0.0014183318984869124
3554,0.0013955086494384255
10769,0.0013954531388551395
4837,0.0013861763979536833
5648,0.001384863207755571
1915,0.0013802452814280553
5079,0.0013733645913304754
6890,0.0013696159231485537
5817,0.0013678364729379298
3123,0.001366814767698511
1604,0.0013583432649492523
4254,0.0013524400687698124
29851,0.0013514778522839919
55509,0.0013442297201318898
10461,0.0013430034762885032
2353,0.0013392012427046812
3576,0.0013316474160590445
9618,0.0013275891781944996
9172,0.0013263233081120338
8482,0.0013262456494061374
374918,0.0013234245587882328
7042,0.0013205813720085964
3937,0.0013192410811073243
4087,0.0013130391969225416
3676,0.001309666969981993
627,0.0013073327420409166
155465,0.0013003228265378454
7450,0.0012844245395237336
3426,0.0012727311805578216
80704,0.0012697153573025923
1397,0.0012668891388196758
26762,0.001265995959756789
3812,0.0012621742319445992
7128,0.0012521468301514218
2078,0.001249175146881178
6382,0.0012478126291068773
914,0.001233983058466834
353219,0.0012326323889305796
467,0.0012181332017042834
3806,0.0012179363189354342
8530,0.0012135158746475658
6935,0.0011940236371494025
116835,0.0011876731968037473
598,0.0011862689307263717
3552,0.001185876766765661
400916,0.0011813168867186065
100507436,0.0011787042705873006
59307,0.0011766338206421285
1234,0.0011695613224783907
5175,0.0011643644887659257
64115,0.0011601128591523437
657,0.0011587008655079077
3458,0.001151878518630902
10630,0.0011428428898190384
7172,0.0011411181726279807
8115,0.0011389343089271853
8692,0.0011380491468407456
1277,0.0011359022782447168
5133,0.0011358878413689712
1359,0.0011299652214660256
3732,0.0011265114291245228
1026,0.0011187329375046864
10392,0.001116138031866906
2215,0.0011141067309253258
330,0.0011113671903346836
7099,0.001107463074300893
729238,0.0011064763673715792
4036,0.0010992991307214631
3659,0.0010949348660911453
8778,0.001086961529327703
7098,0.0010786802023630205
3557,0.0010736188222334538
4615,0.0010724068198169111
8837,0.0010649822115941022
7050,0.0010602999307386765
7852,0.0010556054145773714
7157,0.0010550030917993868
6280,0.001053506273272137
4790,0.0010516706540018613
6648,0.001028337720759323
5920,0.001020490078226822
7424,0.0010113058751579167
8772,0.0010100119953753432
965,0.001008218321324465
5243,0.0010043910988081393
652,0.0009939878184566234
10410,0.0009878251259451125
6772,0.000977994723010645
2920,0.0009777518472099875
1232,0.0009777382205465553
3479,0.0009767888505735625
1432,0.0009766299799130926
1071,0.0009734603716504906
6285,0.0009670192521174154
1287,0.0009669013181997064
567,0.0009660884401354443
7124,0.000963296309474638
6778,0.0009625850488665403
655,0.0009589946537600859
3109,0.0009573989130320302
3135,0.0009540633922934847
8519,0.0009490409874618842
966,0.000937889570466538
942,0.000937885256733927
4843,0.0009339401411780593
27087,0.0009267118770362866
4879,0.0009239989729737547
3606,0.0009220959765367963
836,0.0009217135414323132
5328,0.0009132660746739542
3565,0.000913218016251231
6401,0.0009082042249491513
921,0.0009060578235006601
7056,0.0009013774524348619
602,0.0008933162570845702
3146,0.0008877175470885123
4582,0.0008791744833404878
4360,0.0008791364438005848
57381,0.000876292481597906
6775,0.000872399618678078
149233,0.0008722256960668872
5778,0.000863980344590982
2539,0.0008565659056939803
10013,0.000854277366412115
6927,0.0008540073321852817
19,0.0008517251058840425
29950,0.0008484699570235756
4068,0.000847842833215022
695,0.0008465081775427153
201633,0.0008462757927938943
1441,0.0008417818876814554
6300,0.0008404248133444232
3439,0.0008333855843334351
2146,0.0008308850229104875
3605,0.0008146994766915132
22900,0.0008084287440007104
2999,0.0007988250083647701
6364,0.0007928745905299527
81848,0.0007909653536106765
51338,0.0007782453295063112
114790,0.0007735382851236887
3493,0.0007681581648444143
9180,0.0007629142616319746
3588,0.0007622846852036564
9308,0.0007617755700502661
5734,0.0007611476643813855
6283,0.0007550637175418962
5966,0.0007431115610090074
9771,0.00073433266159439
6403,0.0007307274587169547
2791,0.0007236348082804925
5699,0.0007211315680994953
3502,0.0007061364596647028
4261,0.0007042332722455989
383,0.0007041248238492608
641700,0.0007008007906580247
2537,0.0006948153988222539
925,0.0006928154097214237
643,0.0006908031325175493
712,0.0006794899110369752
2990,0.0006660014346044869
284996,0.0006636296982870501
5430,0.0006635526959380718
9173,0.0006511658257131736
10166,0.000644375899217337
3434,0.0006416021934469296
409,0.0006413695684468943
9314,0.0006409568738841616
8651,0.0006402050613212172
94,0.0006377939680150828
6439,0.0006352014322370553
7130,0.0006246312937607823
1493,0.0006227626585870379
50964,0.0006206923932706942
912,0.0006200917303078224
3976,0.000616366927305664
10365,0.0006133747196932323
10894,0.0006076221388860552
3594,0.0006044084560267083
326,0.0006037205843089583
8061,0.000591792700001682
917,0.000590096381150111
3133,0.0005815182299891014
3880,0.0005741211296716928
837,0.000570784385608166
969,0.0005650288432946281
2534,0.0005544670792536955
6374,0.0005516216882109676
971,0.0005497851982852128
735,0.0005487883592573767
9182,0.0005448100995776193
8490,0.0005427386159720125
7132,0.0005381524779927201
6194,0.0005344116052366509
3500,0.0005241103806644449
130733,0.0005150696774154616
6376,0.0005150528887201446
23765,0.0005108764856005779
931,0.0005051948791480982
4773,0.0005014353860289014
841,0.0004988770878435114
3716,0.0004978527773903337
8740,0.0004909884741783107
1233,0.0004839906454542724
5599,0.00048012590410939507
177,0.00048008559247877963
224,0.0004767243017690735
6774,0.0004751484419659155
11262,0.00046580378825471577
441168,0.0004594764250012334
183,0.0004491025472252129
6908,0.00044673929890796444
3507,0.00044035858582855376
1285,0.0004297720271875406
5300,0.0004248251892626523
6367,0.000416389241457464
1378,0.0004114562530554376
7045,0.0004036168175197585
2308,0.0003968825214997482
23308,0.0003961689495930452
5720,0.000395771959293566
6850,0.0003940030909461535
6198,0.00039348225133807975
3587,0.0003919437524932542
12,0.0003902798936034364
3480,0.0003740009734077977
50615,0.00037370646186044276
22807,0.00037260871249559575
6521,0.0003687359427587001
10320,0.0003629300674816517
3820,0.0003627629348331502
1401,0.0003606471401890569
80739,0.00035705828728891916
10225,0.0003506706871777165
54206,0.0003484265360386719
6440,0.00034565763552136397
5696,0.00033971879920683957
51311,0.00033867150457953963
4094,0.0003289231126932817
11126,0.00032807699224674935
972,0.00032497470170047264
2207,0.00032472375946614884
4603,0.00032434619836522365
1147,0.00031493636176947953
6556,0.0003096999575441125
8764,0.00030931406365049724
5771,0.0003023983441512724
8744,0.00029674365597937176
5478,0.0002839408261514706
246778,0.0002836893814536389
10563,0.0002836340724051023
54538,0.00028264145170972516
961,0.0002823346682121315
1235,0.0002809178831837458
79009,0.0002744221686223562
50616,0.0002733219962469622
10221,0.00027037651888819127
4791,0.0002664525184239729
5894,0.0002608080508703884
6143,0.0002399230379632749
975,0.0002276600477794892
3603,0.0002205657511371188
2475,0.00021542026776367809
3251,0.00021424073030906025
4179,0.0002117892343709064
3932,0.00020690712205132924
3916,0.0002055555715465706
24147,0.00020358252713012333
6402,0.00020332055627616036
5251,0.00020230661957274264
25853,0.00020078590258161308
3615,0.00018241810244419852
10859,0.00018026365955213817
54922,0.0001618875226003276
50507,0.0001573152148891683
7543,0.00014893714695857598
2634,0.00014848097805064225
115004,0.00014508725724316507
4868,0.00014306426197056025
3075,0.00013698100277170785
10409,0.00013580364097796202
6582,0.00011606622045899719
1435,9.752568181495019e-05
142685,9.493895271355814e-05
4050,9.225579586205061e-05
1440,8.703786747239479e-05
4175,8.44051960675729e-05
639,6.612928836488949e-05
8320,5.452024131651777e-05
596,4.314373581450508e-05
10068,3.6127429823397945e-05
1439,1.7819710777458432e-05
1437,1.7759640799800253e-05
10437,1.7624634319254118e-05
57493,0.0
5698,0.0
5743,0.0
11006,0.0
1084,0.0
930,0.0
56654,0.0
3570,0.0
3791,0.0
4055,0.0
3694,0.0
6590,0.0
6846,0.0
3949,0.0
6932,0.0
4846,0.0
6764,0.0
64123,0.0
51056,0.0
4287,0.0
51744,0.0
4602,0.0
472,0.0
6441,0.0
64231,0.0
6387,0.0
64127,0.0
962,0.0
9447,0.0
926,0.0
57799,0.0
629,0.0
6059,0.0
58480,0.0
59271,0.0
5806,0.0
6352,0.0
6362,0.0
55051,0.0
2205,0.0
2168,0.0
2615,0.0
26000,0.0
2532,0.0
25976,0.0
7453,0.0
246,0.0
29110,0.0
3106,0.0
3627,0.0
3662,0.0
3600,0.0
3586,0.0
3559,0.0
3394,0.0
7057,0.0
7046,0.0
3614,0.0
170482,0.0
1462,0.0
84818,0.0
84868,0.0
8517,0.0
118932,0.0
1524,0.0
163732,0.0
1230,0.0
90293,0.0
968,0.0
920,0.0
10268,0.0
