gene_entrez_id,gene_symbol,mean_abs_shap_ambiguity_score
84465,MEGF11,0.003715330523085708
5530,PPP3CA,0.0037103490182011233
6559,SLC12A3,0.0036957348924598716
6095,RORA,0.0036905105005305026
2213,FCGR2B,0.0036734193710764454
10663,CXCR6,0.0036623891951647553
3604,TNFRSF9,0.003662055219077601
359,AQP2,0.00366178912605562
3934,LCN2,0.0036599893965586416
6256,RXRA,0.00364725315037614
64332,NFKBIZ,0.003637167852089223
3105,HLA-A,0.0036357463863620453
3514,IGKC,0.0036322008429435283
834,CASP1,0.003625900867839001
558,AXL,0.003615127635207492
916,CD3E,0.0036119029582027395
3373,HYAL1,0.0035914207555218544
115362,GBP5,0.003583840754999882
10288,LILRB2,0.003581298714322695
1003,CDH5,0.003572665180564629
1901,S1PR1,0.0035634500909916596
3802,KIR2DL1,0.0035599243098716447
6689,SPIB,0.003559483692503894
10747,MASP2,0.0035464305681127627
10561,IFI44,0.0035402805787445807
3384,ICAM2,0.00353462486344103
4277,MICB,0.0035104665307412555
6503,SLA,0.0034907142800252445
597,BCL2A1,0.003485180927863342
4502,MT2A,0.003481203781730029
3566,IL4R,0.0034735974542851136
7010,TEK,0.003471814301668823
90865,IL33,0.0034709297185480047
2152,F3,0.003454950040623882
6359,CCL15,0.003452834078426178
30835,CD209,0.0034501047866481067
604,BCL6,0.003449256777838617
26468,LHX6,0.0034345351425965807
29126,CD274,0.003418661218040636
3665,IRF7,0.0033980156835672817
79368,FCRL2,0.0033808470845459165
358,AQP1,0.0033409151442953294
861,RUNX1,0.0033337108892558215
6097,RORC,0.003315509713536819
5971,RELB,0.0032837069190509017
356,FASLG,0.0032832174920383256
7189,TRAF6,0.003241633876750251
81575,APOLD1,0.003235291350661581
2833,CXCR3,0.0032299648655499096
2597,GAPDH,0.003221273954614391
7097,TLR2,0.003220621935500752
1236,CCR7,0.0032094265977830752
7940,LST1,0.0031903195870500826
23780,APOL2,0.0031711187955467107
51284,TLR7,0.0031635433568059103
9051,PSTPIP1,0.003150649290685243
3815,KIT,0.0031431866482602897
3429,IFI27,0.0031351528430869466
940,CD28,0.0031133030612733
6357,CCL13,0.0031024125109489474
3669,ISG20,0.0030755603731535985
7535,ZAP70,0.0030667727216474477
5595,MAPK3,0.0030599552315493895
7293,TNFRSF4,0.003059785481294679
1281,COL3A1,0.0030561476400363797
2014,EMP3,0.0030449963638660765
2625,GATA3,0.0029690411179156737
6891,TAP2,0.002946123161016319
3455,IFNAR2,0.0029412256786250945
5368,PNOC,0.002936004398440042
958,CD40,0.0029134235716440095
3117,HLA-DQA1,0.002911369580463458
5721,PSME2,0.00290847904633228
7850,IL1R2,0.0028989629147453014
4853,NOTCH2,0.002896006291769203
1896,EDA,0.0028867917919089053
5777,PTPN6,0.002870512345610584
6672,SP100,0.002856597569386893
9647,PPM1F,0.0028564131413902362
3115,HLA-DPB1,0.0028545442910174823
7100,TLR5,0.0028515622734456045
3460,IFNGR2,0.0028292253140398686
9437,NCR1,0.002816011888891447
6373,CXCL11,0.0028010565327292224
3113,HLA-DPA1,0.0027895995404505413
55540,IL17RB,0.0027883816529616764
3099,HK2,0.002773022549571053
8638,OASL,0.0027723433278306724
3856,KRT8,0.0027643467095521943
7832,BTG2,0.0027589967496094493
6776,STAT5A,0.002744822647417356
3902,LAG3,0.0027304422789595937
79812,MMRN2,0.002722479385421545
3290,HSD11B1,0.0027100784695429274
51278,IER5,0.002705658681994198
9510,ADAMTS1,0.0026913450893060508
1956,EGFR,0.002691001599945973
80381,CD276,0.0026900174433486974
3620,IDO1,0.0026867402226797266
29760,BLNK,0.0026848589790285913
23569,PADI4,0.002677402372214158
650,BMP2,0.0026671390450652595
3001,GZMA,0.0026600550007663238
1305,COL13A1,0.0026576565769052102
6404,SELPLG,0.002649437553301963
941,CD80,0.002645416083827708
728,C5AR1,0.00261600735868097
3501,IGHG2,0.00261489054784051
5154,PDGFA,0.0026098258984055024
355,FAS,0.002606934537351161
5025,P2RX4,0.0026038072927942204
7412,VCAM1,0.002602847243645095
26191,PTPN22,0.002595991112897861
6597,SMARCA4,0.002592305883953444
952,CD38,0.0025672214024799918
3626,INHBC,0.0025630718418507394
3717,JAK2,0.0025626883863514634
84166,NLRC5,0.0025558880861020756
2034,EPAS1,0.0025478661823887696
28516,TRDV3,0.0025330826355152154
5629,PROX1,0.0025258683577967737
2056,EPO,0.0025244652309989084
3596,IL13,0.0025183187170060625
4090,SMAD5,0.002509139722708589
3164,NR4A1,0.0024955036656579216
54014,BRWD1,0.002492807141302368
7356,SCGB1A1,0.0024837161191076018
57619,SHROOM3,0.0024793644875261583
8841,HDAC3,0.0024764595637165425
2919,CXCL1,0.002473796729914701
6892,TAPBP,0.00246952160586516
3067,HDC,0.002467928614840556
2335,FN1,0.0024555123327140165
7297,TYK2,0.0024528241918556574
3635,INPP5D,0.002449059726927424
28526,TRDC,0.0024475788610072865
115361,GBP4,0.002437478033325032
4772,NFATC1,0.002433501195848831
4233,MET,0.002430557791121822
9636,ISG15,0.002429641353194592
114769,CARD16,0.002419503682190629
3595,IL12RB2,0.0024113923700095317
3119,HLA-DQB1,0.00240993905316156
3107,HLA-C,0.002403399267143555
7827,NPHS2,0.002380995382576218
9518,GDF15,0.002380381025884776
3454,IFNAR1,0.0023775933614746214
3077,HFE,0.0023679015479343836
7177,TPSAB1,0.0023645706858907594
4057,LTF,0.002363916581234236
6366,CCL21,0.002360780917276241
3553,IL1B,0.0023434127995708666
221472,FGD2,0.002329962266961923
3383,ICAM1,0.002319237045136647
8743,TNFSF10,0.0023155656657849613
7314,UBB,0.00231539964586867
5970,RELA,0.0023043143337061174
58475,MS4A7,0.002302811387170941
57142,RTN4,0.00226453682600639
716,C1S,0.002251663482991227
6349,CCL3L1,0.002250094119161178
196,AHR,0.0022466001230938906
923,CD6,0.002235057586171612
4321,MMP12,0.0022343262504970216
8807,IL18RAP,0.002224579672124782
7037,TFRC,0.00221962201997507
7048,TGFBR2,0.0022104194147629847
719,C3AR1,0.0022043870557849755
50489,CD207,0.0021990150007354346
1788,DNMT3A,0.0021911499550899814
79760,GEMIN7,0.0021866323063836563
7133,TNFRSF1B,0.0021863413907389595
9547,CXCL14,0.002178452910341692
3667,IRS1,0.002166276865583687
3558,IL2,0.0021614763077930127
3125,HLA-DRB3,0.002155348684600252
151888,BTLA,0.0021526572486259576
374,AREG,0.0021443864209121713
7369,UMOD,0.0021430056214786367
4155,MBP,0.002139139066628066
581,BAX,0.0021360414800445336
1282,COL4A1,0.0021337915597583763
50943,FOXP3,0.002132706301530917
59,ACTA2,0.0021210314526651144
22914,KLRK1,0.0021192272478041353
5329,PLAUR,0.00211103273998843
4318,MMP9,0.002108418569875469
1286,COL4A4,0.0021031566210637023
970,CD70,0.002102000717201943
54210,TREM1,0.0020891003108446686
10346,TRIM22,0.002087080758215298
3813,KIR3DS1,0.0020839131210332092
10148,EBI3,0.002079671171020151
5196,PF4,0.002072555105765244
1499,CTNNB1,0.0020567671560009606
28602,TRBV6-5,0.0020544979505972213
3689,ITGB2,0.0020539225702517943
10551,AGR2,0.002046299407403366
10345,TRDN,0.00204162948146599
3484,IGFBP1,0.0020381032037589323
59067,IL21,0.002030769925359222
3903,LAIR1,0.002028765753739971
2206,MS4A2,0.0020218476810990446
640,BLK,0.002011307584691035
23643,LY96,0.0020101211026561394
7483,WNT9A,0.00200142493173993
5663,PSEN1,0.001984517946286739
1520,CTSS,0.0019835089979445366
27063,ANKRD1,0.0019823387264353105
4088,SMAD3,0.0019810896593924245
4162,MCAM,0.0019773291717947784
924,CD7,0.0019685523482671583
23,ABCF1,0.0019675762159712265
397,ARHGDIB,0.001964528649142974
727,C5,0.0019596143203750214
100528032,KLRC4-KLRK1,0.001954928397296541
81671,VMP1,0.00195278421794021
3592,IL12A,0.0019495725401559927
3003,GZMK,0.0019461592889758184
3551,IKBKB,0.0019349029011080355
56833,SLAMF8,0.0019346540926826348
8995,TNFSF18,0.001929536546092788
1244,ABCC2,0.00192342301479588
929,CD14,0.0019213914585194704
2022,ENG,0.0019197856577319906
6363,CCL19,0.0019176484167839794
4323,MMP14,0.0019163531960300088
9466,IL27RA,0.0019146138964947796
150372,NFAM1,0.0019106984463203754
3567,IL5,0.0018911738226091456
710,SERPING1,0.001884545220528993
7903,ST8SIA4,0.0018826616395889082
313,AOAH,0.0018761826507086687
100133941,CD24,0.00187110831959535
1240,CMKLR1,0.0018701265715507943
6497,SKI,0.0018672126521264865
1393,CRHBP,0.0018639304640747656
5788,PTPRC,0.0018592667563834691
5788,PTPRC,0.0018592667563834691
5788,PTPRC,0.0018592667563834691
5788,PTPRC,0.0018592667563834691
256987,SERINC5,0.0018361402390610951
83595,SOX7,0.001830670461646818
4015,LOX,0.0018189800346237704
4049,LTA,0.001817888898867188
4851,NOTCH1,0.0018114275184774858
348,APOE,0.001803377726808671
5293,PIK3CD,0.0018007458429207385
3459,IFNGR1,0.0017874752434163114
5473,PPBP,0.0017764804849126692
2212,FCGR2A,0.0017688887524916542
4792,NFKBIA,0.0017668371565036447
3804,KIR2DL3,0.0017628823418207398
387357,THEMIS,0.0017597055461972648
54739,XAF1,0.001734925387152279
5897,RAG2,0.0017323598110690463
4599,MX1,0.0017307548047698414
10581,IFITM2,0.0017297136740679194
9332,CD163,0.0017087769326675903
101,ADAM8,0.0017065744817172815
3574,IL7,0.0017046117152063832
55340,GIMAP5,0.001704068671554977
3371,TNC,0.0017036991042011886
10010,TANK,0.001696714187868331
6375,XCL1,0.0016956921767149237
58191,CXCL16,0.0016951946828093237
5159,PDGFRB,0.0016927435465771174
4878,NPPA,0.0016911189554478319
933,CD22,0.0016881419508699507
4684,NCAM1,0.0016776125565894837
3556,IL1RAP,0.00167516178747797
2204,FCAR,0.0016714972337652937
54106,TLR9,0.0016714892890296981
28568,TRBV19,0.001664545883946077
4946,OAZ1,0.0016618830857122475
28639,TRBC1,0.00166093260546967
10018,BCL2L11,0.0016501903596659836
6777,STAT5B,0.0016470464910843892
211,ALAS1,0.0016469327528908855
3718,JAK3,0.001641460828753725
915,CD3D,0.001638435502538625
713,C1QB,0.0016372011913162213
8832,CD84,0.001625447813446304
4609,MYC,0.0016193359534775503
3134,HLA-F,0.0016190910231827355
5600,MAPK11,0.0016167870440634798
2280,FKBP1A,0.0016115377365669978
9023,CH25H,0.0015953664927919832
729230,CCR2,0.0015938235663920802
3091,HIF1A,0.001589155290381574
947,CD34,0.00158702869354151
30845,EHD3,0.00157861572143119
4311,MME,0.001574836729486287
84969,TOX2,0.0015703888691945191
1844,DUSP2,0.0015696208847863426
8784,TNFRSF18,0.0015509821665103288
5918,RARRES1,0.0015498227862480066
3687,ITGAX,0.001548350315008127
6347,CCL2,0.001526954291766778
3482,IGF2R,0.0015241441828291143
3561,IL2RG,0.001521151423391204
90,ACVR1,0.001515615221488418
5327,PLAT,0.0015137774060010052
50852,TRAT1,0.0015086630099584311
7292,TNFSF4,0.001507579285932615
2214,FCGR3A,0.0015032834674882315
4089,SMAD4,0.0014942242174197159
3537,IGLC1,0.0014929330577736796
4783,NFIL3,0.0014901109601563349
3725,JUN,0.0014831637714116629
959,CD40LG,0.0014798518326018257
1672,DEFB1,0.0014749650688660487
51561,IL23A,0.0014728132700079128
7076,TIMP1,0.001470598771080041
3684,ITGAM,0.0014662657017815172
658,BMPR1B,0.0014625659421715212
3002,GZMB,0.001460328211919609
4222,MEOX1,0.0014597664209106856
5054,SERPINE1,0.0014543497613057382
3320,HSP90AA1,0.0014528913140094812
1786,DNMT1,0.0014488010114720533
5800,PTPRO,0.0014479928296445605
7494,XBP1,0.0014446073933002223
112744,IL17F,0.0014410589697639593
2322,FLT3,0.0014346724940571375
654,BMP6,0.0014279252051364883
10219,KLRG1,0.0014252134093349661
7040,TGFB1,0.0014183318984869124
3554,IL1R1,0.0013955086494384255
10769,PLK2,0.0013954531388551395
4837,NNMT,0.0013861763979536833
5648,MASP1,0.001384863207755571
1915,EEF1A1,0.0013802452814280553
5079,PAX5,0.0013733645913304754
6890,TAP1,0.0013696159231485537
5817,PVR,0.0013678364729379298
3123,HLA-DRB1,0.001366814767698511
1604,CD55,0.0013583432649492523
4254,KITLG,0.0013524400687698124
29851,ICOS,0.0013514778522839919
55509,BATF3,0.0013442297201318898
10461,MERTK,0.0013430034762885032
2353,FOS,0.0013392012427046812
3576,CXCL8,0.0013316474160590445
9618,TRAF4,0.0013275891781944996
9172,MYOM2,0.0013263233081120338
8482,SEMA7A,0.0013262456494061374
374918,IGFL1,0.0013234245587882328
7042,TGFB2,0.0013205813720085964
3937,LCP2,0.0013192410811073243
4087,SMAD2,0.0013130391969225416
3676,ITGA4,0.001309666969981993
627,BDNF,0.0013073327420409166
155465,AGR3,0.0013003228265378454
7450,VWF,0.0012844245395237336
3426,CFI,0.0012727311805578216
80704,SLC19A3,0.0012697153573025923
1397,CRIP2,0.0012668891388196758
26762,HAVCR1,0.001265995959756789
3812,KIR3DL2,0.0012621742319445992
7128,TNFAIP3,0.0012521468301514218
2078,ERG,0.001249175146881178
6382,SDC1,0.0012478126291068773
914,CD2,0.001233983058466834
353219,KAAG1,0.0012326323889305796
467,ATF3,0.0012181332017042834
3806,KIR2DS1,0.0012179363189354342
8530,CST7,0.0012135158746475658
6935,ZEB1,0.0011940236371494025
116835,HSPA12B,0.0011876731968037473
598,BCL2L1,0.0011862689307263717
3552,IL1A,0.001185876766765661
400916,CHCHD10,0.0011813168867186065
100507436,MICA,0.0011787042705873006
59307,SIGIRR,0.0011766338206421285
1234,CCR5,0.0011695613224783907
5175,PECAM1,0.0011643644887659257
64115,VSIR,0.0011601128591523437
657,BMPR1A,0.0011587008655079077
3458,IFNG,0.001151878518630902
10630,PDPN,0.0011428428898190384
7172,TPMT,0.0011411181726279807
8115,TCL1A,0.0011389343089271853
8692,HYAL2,0.0011380491468407456
1277,COL1A1,0.0011359022782447168
5133,PDCD1,0.0011358878413689712
1359,CPA3,0.0011299652214660256
3732,CD82,0.0011265114291245228
1026,CDKN1A,0.0011187329375046864
10392,NOD1,0.001116138031866906
2215,FCGR3B,0.0011141067309253258
330,BIRC3,0.0011113671903346836
7099,TLR4,0.001107463074300893
729238,SFTPA2,0.0011064763673715792
4036,LRP2,0.0010992991307214631
3659,IRF1,0.0010949348660911453
8778,SIGLEC5,0.001086961529327703
7098,TLR3,0.0010786802023630205
3557,IL1RN,0.0010736188222334538
4615,MYD88,0.0010724068198169111
8837,CFLAR,0.0010649822115941022
7050,TGIF1,0.0010602999307386765
7852,CXCR4,0.0010556054145773714
7157,TP53,0.0010550030917993868
6280,S100A9,0.001053506273272137
4790,NFKB1,0.0010516706540018613
6648,SOD2,0.001028337720759323
5920,PLAAT4,0.001020490078226822
7424,VEGFC,0.0010113058751579167
8772,FADD,0.0010100119953753432
965,CD58,0.001008218321324465
5243,ABCB1,0.0010043910988081393
652,BMP4,0.0009939878184566234
10410,IFITM3,0.0009878251259451125
6772,STAT1,0.000977994723010645
2920,CXCL2,0.0009777518472099875
2920,CXCL2,0.0009777518472099875
1232,CCR3,0.0009777382205465553
3479,IGF1,0.0009767888505735625
1432,MAPK14,0.0009766299799130926
1071,CETP,0.0009734603716504906
6285,S100B,0.0009670192521174154
1287,COL4A5,0.0009669013181997064
567,B2M,0.0009660884401354443
7124,TNF,0.000963296309474638
6778,STAT6,0.0009625850488665403
655,BMP7,0.0009589946537600859
3109,HLA-DMB,0.0009573989130320302
3135,HLA-G,0.0009540633922934847
8519,IFITM1,0.0009490409874618842
966,CD59,0.000937889570466538
942,CD86,0.000937885256733927
4843,NOS2,0.0009339401411780593
27087,B3GAT1,0.0009267118770362866
4879,NPPB,0.0009239989729737547
3606,IL18,0.0009220959765367963
836,CASP3,0.0009217135414323132
5328,PLAU,0.0009132660746739542
3565,IL4,0.000913218016251231
6401,SELE,0.0009082042249491513
921,CD5,0.0009060578235006601
7056,THBD,0.0009013774524348619
602,BCL3,0.0008933162570845702
3146,HMGB1,0.0008877175470885123
4582,MUC1,0.0008791744833404878
4360,MRC1,0.0008791364438005848
57381,RHOJ,0.000876292481597906
6775,STAT4,0.000872399618678078
149233,IL23R,0.0008722256960668872
5778,PTPN7,0.000863980344590982
2539,G6PD,0.0008565659056939803
10013,HDAC6,0.000854277366412115
6927,HNF1A,0.0008540073321852817
19,ABCA1,0.0008517251058840425
29950,SERTAD1,0.0008484699570235756
4068,SH2D1A,0.000847842833215022
695,BTK,0.0008465081775427153
201633,TIGIT,0.0008462757927938943
1441,CSF3R,0.0008417818876814554
6300,MAPK12,0.0008404248133444232
3439,IFNA1,0.0008333855843334351
2146,EZH2,0.0008308850229104875
3605,IL17A,0.0008146994766915132
22900,CARD8,0.0008084287440007104
2999,GZMH,0.0007988250083647701
6364,CCL20,0.0007928745905299527
81848,SPRY4,0.0007909653536106765
51338,MS4A4A,0.0007782453295063112
114790,STK11IP,0.0007735382851236887
3493,IGHA1,0.0007681581648444143
9180,OSMR,0.0007629142616319746
3588,IL10RB,0.0007622846852036564
9308,CD83,0.0007617755700502661
5734,PTGER4,0.0007611476643813855
6283,S100A12,0.0007550637175418962
5966,REL,0.0007431115610090074
9771,RAPGEF5,0.00073433266159439
6403,SELP,0.0007307274587169547
2791,GNG11,0.0007236348082804925
5699,PSMB10,0.0007211315680994953
3502,IGHG3,0.0007061364596647028
4261,CIITA,0.0007042332722455989
383,ARG1,0.0007041248238492608
641700,ECSCR,0.0007008007906580247
2537,IFI6,0.0006948153988222539
925,CD8A,0.0006928154097214237
643,CXCR5,0.0006908031325175493
712,C1QA,0.0006794899110369752
2990,GUSB,0.0006660014346044869
284996,RNF149,0.0006636296982870501
5430,POLR2A,0.0006635526959380718
9173,IL1RL1,0.0006511658257131736
10166,SLC25A15,0.000644375899217337
3434,IFIT1,0.0006416021934469296
409,ARRB2,0.0006413695684468943
9314,KLF4,0.0006409568738841616
8651,SOCS1,0.0006402050613212172
94,ACVRL1,0.0006377939680150828
6439,SFTPB,0.0006352014322370553
7130,TNFAIP6,0.0006246312937607823
1493,CTLA4,0.0006227626585870379
50964,SOST,0.0006206923932706942
912,CD1D,0.0006200917303078224
3976,LIF,0.000616366927305664
10365,KLF2,0.0006133747196932323
10894,LYVE1,0.0006076221388860552
3594,IL12RB1,0.0006044084560267083
326,AIRE,0.0006037205843089583
8061,FOSL1,0.000591792700001682
917,CD3G,0.000590096381150111
3133,HLA-E,0.0005815182299891014
3880,KRT19,0.0005741211296716928
837,CASP4,0.000570784385608166
969,CD69,0.0005650288432946281
2534,FYN,0.0005544670792536955
6374,CXCL5,0.0005516216882109676
971,CD72,0.0005497851982852128
735,C9,0.0005487883592573767
9182,RASSF9,0.0005448100995776193
8490,RGS5,0.0005427386159720125
7132,TNFRSF1A,0.0005381524779927201
6194,RPS6,0.0005344116052366509
3500,IGHG1,0.0005241103806644449
130733,TMEM178A,0.0005150696774154616
6376,CX3CL1,0.0005150528887201446
23765,IL17RA,0.0005108764856005779
931,MS4A1,0.0005051948791480982
4773,NFATC2,0.0005014353860289014
841,CASP8,0.0004988770878435114
3716,JAK1,0.0004978527773903337
8740,TNFSF14,0.0004909884741783107
1233,CCR4,0.0004839906454542724
5599,MAPK8,0.00048012590410939507
177,AGER,0.00048008559247877963
224,ALDH3A2,0.0004767243017690735
6774,STAT3,0.0004751484419659155
11262,SP140,0.00046580378825471577
441168,CALHM6,0.0004594764250012334
183,AGT,0.0004491025472252129
6908,TBP,0.00044673929890796444
3507,IGHM,0.00044035858582855376
1285,COL4A3,0.0004297720271875406
5300,PIN1,0.0004248251892626523
6367,CCL22,0.000416389241457464
1378,CR1,0.0004114562530554376
7045,TGFBI,0.0004036168175197585
2308,FOXO1,0.0003968825214997482
23308,ICOSLG,0.0003961689495930452
5720,PSME1,0.000395771959293566
6850,SYK,0.0003940030909461535
6198,RPS6KB1,0.00039348225133807975
3587,IL10RA,0.0003919437524932542
12,SERPINA3,0.0003902798936034364
3480,IGF1R,0.0003740009734077977
50615,IL21R,0.00037370646186044276
22807,IKZF2,0.00037260871249559575
6521,SLC4A1,0.0003687359427587001
10320,IKZF1,0.0003629300674816517
3820,KLRB1,0.0003627629348331502
1401,CRP,0.0003606471401890569
80739,MPIG6B,0.00035705828728891916
10225,CD96,0.0003506706871777165
54206,ERRFI1,0.0003484265360386719
6440,SFTPC,0.00034565763552136397
5696,PSMB8,0.00033971879920683957
51311,TLR8,0.00033867150457953963
4094,MAF,0.0003289231126932817
11126,CD160,0.00032807699224674935
972,CD74,0.00032497470170047264
2207,FCER1G,0.00032472375946614884
4603,MYBL1,0.00032434619836522365
1147,CHUK,0.00031493636176947953
6556,SLC11A1,0.0003096999575441125
8764,TNFRSF14,0.00030931406365049724
5771,PTPN2,0.0003023983441512724
8744,TNFSF9,0.00029674365597937176
5478,PPIA,0.0002839408261514706
246778,IL27,0.0002836893814536389
10563,CXCL13,0.0002836340724051023
54538,ROBO4,0.00028264145170972516
961,CD47,0.0002823346682121315
1235,CCR6,0.0002809178831837458
79009,DDX50,0.0002744221686223562
50616,IL22,0.0002733219962469622
10221,TRIB1,0.00027037651888819127
4791,NFKB2,0.0002664525184239729
5894,RAF1,0.0002608080508703884
6143,RPL19,0.0002399230379632749
975,CD81,0.0002276600477794892
3603,IL16,0.0002205657511371188
2475,MTOR,0.00021542026776367809
3251,HPRT1,0.00021424073030906025
4179,CD46,0.0002117892343709064
3932,LCK,0.00020690712205132924
3916,LAMP1,0.0002055555715465706
24147,FJX1,0.00020358252713012333
6402,SELL,0.00020332055627616036
5251,PHEX,0.00020230661957274264
25853,DCAF12,0.00020078590258161308
3615,IMPDH2,0.00018241810244419852
10859,LILRB1,0.00018026365955213817
54922,RASIP1,0.0001618875226003276
50507,NOX4,0.0001573152148891683
7543,ZFX,0.00014893714695857598
2634,GBP2,0.00014848097805064225
115004,CGAS,0.00014508725724316507
4868,NPHS1,0.00014306426197056025
3075,CFH,0.00013698100277170785
10409,BASP1,0.00013580364097796202
6582,SLC22A2,0.00011606622045899719
1435,CSF1,9.752568181495019e-05
142685,ASB15,9.493895271355814e-05
4050,LTB,9.225579586205061e-05
1440,CSF3,8.703786747239479e-05
4175,MCM6,8.44051960675729e-05
639,PRDM1,6.612928836488949e-05
8320,EOMES,5.452024131651777e-05
596,BCL2,4.314373581450508e-05
10068,IL18BP,3.6127429823397945e-05
1439,CSF2RB,1.7819710777458432e-05
1437,CSF2,1.7759640799800253e-05
10437,IFI30,1.7624634319254118e-05
57493,HEG1,0.0
5698,PSMB9,0.0
5743,PTGS2,0.0
11006,LILRB4,0.0
1084,CEACAM3,0.0
930,CD19,0.0
56654,NPDC1,0.0
3570,IL6R,0.0
3791,KDR,0.0
4055,LTBR,0.0
3694,ITGB6,0.0
6590,SLPI,0.0
6846,XCL2,0.0
3949,LDLR,0.0
6932,TCF7,0.0
4846,NOS3,0.0
6764,DENND2B,0.0
64123,ADGRL4,0.0
51056,LAP3,0.0
4287,ATXN3,0.0
51744,CD244,0.0
4602,MYB,0.0
472,ATM,0.0
6441,SFTPD,0.0
64231,MS4A6A,0.0
6387,CXCL12,0.0
64127,NOD2,0.0
962,CD48,0.0
9447,AIM2,0.0
926,CD8B,0.0
57799,RAB40C,0.0
629,CFB,0.0
6059,ABCE1,0.0
58480,RHOU,0.0
59271,EVA1C,0.0
5806,PTX3,0.0
6352,CCL5,0.0
6362,CCL18,0.0
55051,NRDE2,0.0
2205,FCER1A,0.0
2168,FABP1,0.0
2615,LRRC32,0.0
26000,TBC1D10B,0.0
2532,ACKR1,0.0
25976,TIPARP,0.0
7453,WARS1,0.0
246,ALOX15,0.0
29110,TBK1,0.0
3106,HLA-B,0.0
3627,CXCL10,0.0
3662,IRF4,0.0
3600,IL15,0.0
3586,IL10,0.0
3559,IL2RA,0.0
3394,IRF8,0.0
7057,THBS1,0.0
7046,TGFBR1,0.0
3614,IMPDH1,0.0
170482,CLEC4C,0.0
1462,VCAN,0.0
84818,IL17RC,0.0
84868,HAVCR2,0.0
8517,IKBKG,0.0
118932,ANKRD22,0.0
1524,CX3CR1,0.0
163732,CITED4,0.0
1230,CCR1,0.0
90293,KLHL13,0.0
968,CD68,0.0
920,CD4,0.0
10268,RAMP3,0.0
