gene_entrez_id,ambiguous_rank_score,nonambiguous_rank_score,gene_symbol,ambiguity_specific
143903,0.004201421783388431,0.0016141025442223426,LAYN,0.0025873192391660882
944,0.004168630456593021,0.0010783240779381799,TNFSF8,0.003090306378654841
3122,0.004162897257858299,0.001155437597422978,HLA-DRA,0.0030074596604353215
51176,0.0041548242893740825,0.0009480938681359333,LEF1,0.003206730421238149
3664,0.004146800595986852,0.001059317233667871,IRF6,0.0030874833623189806
51348,0.0040893813749018435,0.006680113332451534,KLRF1,-0.0025907319575496903
114836,0.0040780129553742205,0.0008808916363843603,SLAMF6,0.0031971213189898604
80380,0.004038623611240293,0.0009944203812258187,PDCD1LG2,0.003044203230014474
608,0.004022772570631988,0.0010217426950997473,TNFRSF17,0.0030010298755322406
1521,0.004017598866358632,0.0009424010656243354,CTSW,0.0030751978007342966
3593,0.003954011233096989,0.001161911094224387,IL12B,0.0027921001388726023
3569,0.0039429172984337185,0.0009079528841505246,IL6,0.003034964414283194
5294,0.003935999988338008,0.0008319580266284648,PIK3CG,0.003104041961709543
718,0.003910835369234748,0.0009022518847853,C3,0.0030085834844494484
4071,0.0038103116557119364,0.001115690621620788,TM4SF1,0.0026946210340911486
8542,0.003766306371251547,0.0021702525643049813,APOL1,0.0015960538069465656
973,0.003759050967897326,0.0010897943807284143,CD79A,0.0026692565871689116
84465,0.003715330523085708,0.0008660689510936773,MEGF11,0.0028492615719920306
5530,0.0037103490182011233,0.000996639200786599,PPP3CA,0.002713709817414524
6559,0.0036957348924598716,0.00159866913656708,SLC12A3,0.0020970657558927915
6095,0.0036905105005305026,0.0007075879624168262,RORA,0.0029829225381136763
2213,0.0036734193710764454,0.0011462180418493856,FCGR2B,0.00252720132922706
10663,0.0036623891951647553,0.003347149532136074,CXCR6,0.00031523966302868115
3604,0.003662055219077601,0.0017361527226038447,TNFRSF9,0.0019259024964737564
359,0.00366178912605562,0.0015018134195808118,AQP2,0.002159975706474808
3934,0.0036599893965586416,0.0010338166873571034,LCN2,0.002626172709201538
6256,0.00364725315037614,0.0012954351221256693,RXRA,0.002351818028250471
64332,0.003637167852089223,0.0008655440119029665,NFKBIZ,0.0027716238401862565
3105,0.0036357463863620453,0.0008022740413665133,HLA-A,0.002833472344995532
3514,0.0036322008429435283,0.0009913197123683287,IGKC,0.0026408811305751994
834,0.003625900867839001,0.0049650651826003995,CASP1,-0.0013391643147613987
558,0.003615127635207492,0.0006987311802667683,AXL,0.002916396454940724
916,0.0036119029582027395,0.0011463077718928867,CD3E,0.002465595186309853
3373,0.0035914207555218544,0.0009518071161900123,HYAL1,0.002639613639331842
115362,0.003583840754999882,0.013870010214309407,GBP5,-0.010286169459309526
10288,0.003581298714322695,0.0009082429788374069,LILRB2,0.002673055735485288
1003,0.003572665180564629,0.0015333284428898698,CDH5,0.002039336737674759
1901,0.0035634500909916596,0.0017724618671307645,S1PR1,0.0017909882238608952
3802,0.0035599243098716447,0.0013083375801724432,KIR2DL1,0.0022515867296992015
6689,0.003559483692503894,0.0010075314672923605,SPIB,0.0025519522252115336
10747,0.0035464305681127627,0.0012715290645900785,MASP2,0.0022749015035226842
10561,0.0035402805787445807,0.0008320233906095663,IFI44,0.0027082571881350145
3384,0.00353462486344103,0.0014226803044955236,ICAM2,0.0021119445589455063
4277,0.0035104665307412555,0.0011934993316822027,MICB,0.0023169671990590527
6503,0.0034907142800252445,0.0008664245250568476,SLA,0.002624289754968397
597,0.003485180927863342,0.0009133874037234825,BCL2A1,0.0025717935241398597
4502,0.003481203781730029,0.0011175155960298365,MT2A,0.0023636881857001923
3566,0.0034735974542851136,0.0009201971600242157,IL4R,0.0025534002942608977
7010,0.003471814301668823,0.0008552092557386538,TEK,0.002616605045930169
90865,0.0034709297185480047,0.0004978742023011135,IL33,0.002973055516246891
2152,0.003454950040623882,0.0013447383490341484,F3,0.0021102116915897333
6359,0.003452834078426178,0.001171400398723298,CCL15,0.00228143367970288
30835,0.0034501047866481067,0.0011929554091379543,CD209,0.0022571493775101524
604,0.003449256777838617,0.0007143542978746951,BCL6,0.002734902479963922
26468,0.0034345351425965807,0.0012532228211739958,LHX6,0.002181312321422585
29126,0.003418661218040636,0.0007536027542998052,CD274,0.0026650584637408306
3665,0.0033980156835672817,0.001189527169205529,IRF7,0.0022084885143617526
79368,0.0033808470845459165,0.000938981829340477,FCRL2,0.0024418652552054393
358,0.0033409151442953294,0.0008567954340116832,AQP1,0.002484119710283646
861,0.0033337108892558215,0.0010309814812727873,RUNX1,0.0023027294079830344
6097,0.003315509713536819,0.001202909185171018,RORC,0.002112600528365801
5971,0.0032837069190509017,0.0006765334403197953,RELB,0.0026071734787311064
356,0.0032832174920383256,0.001910289743224646,FASLG,0.0013729277488136796
7189,0.003241633876750251,0.0013154962329283099,TRAF6,0.001926137643821941
81575,0.003235291350661581,0.0006965954786717791,APOLD1,0.0025386958719898016
2833,0.0032299648655499096,0.0010033040915588011,CXCR3,0.0022266607739911083
2597,0.003221273954614391,0.0006253710104707064,GAPDH,0.002595902944143685
7097,0.003220621935500752,0.0013412146132476424,TLR2,0.0018794073222531094
1236,0.0032094265977830752,0.000868962800627605,CCR7,0.00234046379715547
7940,0.0031903195870500826,0.0010384829047591201,LST1,0.0021518366822909623
23780,0.0031711187955467107,0.0017545283712207434,APOL2,0.0014165904243259673
51284,0.0031635433568059103,0.001163146746630357,TLR7,0.002000396610175553
9051,0.003150649290685243,0.0009684922875617954,PSTPIP1,0.0021821570031234474
3815,0.0031431866482602897,0.001466507318157617,KIT,0.0016766793301026728
3429,0.0031351528430869466,0.001427074899610978,IFI27,0.0017080779434759687
940,0.0031133030612733,0.0008980757397510986,CD28,0.0022152273215222014
6357,0.0031024125109489474,0.0010600512846465555,CCL13,0.002042361226302392
3669,0.0030755603731535985,0.0015188672156163003,ISG20,0.0015566931575372981
7535,0.0030667727216474477,0.0013679550529007028,ZAP70,0.0016988176687467449
5595,0.0030599552315493895,0.0010905835425666212,MAPK3,0.0019693716889827685
7293,0.003059785481294679,0.0010234715303211585,TNFRSF4,0.00203631395097352
1281,0.0030561476400363797,0.0011604643069255593,COL3A1,0.0018956833331108204
2014,0.0030449963638660765,0.0014183836817377416,EMP3,0.0016266126821283349
2625,0.0029690411179156737,0.00099279312310112,GATA3,0.0019762479948145536
6891,0.002946123161016319,0.0010109966025188166,TAP2,0.0019351265584975023
3455,0.0029412256786250945,0.001300941196122048,IFNAR2,0.0016402844825030465
5368,0.002936004398440042,0.000934583758439261,PNOC,0.002001420640000781
958,0.0029134235716440095,0.0010776900995188353,CD40,0.0018357334721251742
3117,0.002911369580463458,0.000567331722099977,HLA-DQA1,0.002344037858363481
5721,0.00290847904633228,0.0006998629793427078,PSME2,0.002208616066989572
7850,0.0028989629147453014,0.0009502429315875853,IL1R2,0.001948719983157716
4853,0.002896006291769203,0.0007621528618955955,NOTCH2,0.0021338534298736074
1896,0.0028867917919089053,0.0007603352720937801,EDA,0.002126456519815125
5777,0.002870512345610584,0.0009449328348056089,PTPN6,0.001925579510804975
6672,0.002856597569386893,0.0008155065467704203,SP100,0.0020410910226164726
9647,0.0028564131413902362,0.0009129427541037768,PPM1F,0.0019434703872864595
3115,0.0028545442910174823,0.0015516044251904892,HLA-DPB1,0.0013029398658269931
7100,0.0028515622734456045,0.0009916219593639724,TLR5,0.001859940314081632
3460,0.0028292253140398686,0.0011888728405781855,IFNGR2,0.0016403524734616831
9437,0.002816011888891447,0.001330214083464514,NCR1,0.0014857978054269331
6373,0.0028010565327292224,0.007392591075609531,CXCL11,-0.004591534542880309
3113,0.0027895995404505413,0.0029740535871725544,HLA-DPA1,-0.0001844540467220131
55540,0.0027883816529616764,0.0008168041311916063,IL17RB,0.0019715775217700703
3099,0.002773022549571053,0.0013084250292221297,HK2,0.0014645975203489234
8638,0.0027723433278306724,0.0009344633675011968,OASL,0.0018378799603294756
3856,0.0027643467095521943,0.0010062523086000752,KRT8,0.0017580944009521191
7832,0.0027589967496094493,0.000712084221794947,BTG2,0.0020469125278145023
6776,0.002744822647417356,0.0007700699630586751,STAT5A,0.0019747526843586806
3902,0.0027304422789595937,0.0013744100303208836,LAG3,0.0013560322486387102
79812,0.002722479385421545,0.0006411099135305404,MMRN2,0.002081369471891004
3290,0.0027100784695429274,0.001107252939852691,HSD11B1,0.0016028255296902363
51278,0.002705658681994198,0.001853650549616054,IER5,0.0008520081323781443
9510,0.0026913450893060508,0.000778634309412544,ADAMTS1,0.0019127107798935067
1956,0.002691001599945973,0.0009285410596847526,EGFR,0.0017624605402612203
80381,0.0026900174433486974,0.0011533445403368312,CD276,0.0015366729030118662
3620,0.0026867402226797266,0.004057327775532606,IDO1,-0.0013705875528528797
29760,0.0026848589790285913,0.0009933957114813027,BLNK,0.0016914632675472886
23569,0.002677402372214158,0.0014167534096868172,PADI4,0.0012606489625273409
650,0.0026671390450652595,0.0011376481544805317,BMP2,0.0015294908905847278
3001,0.0026600550007663238,0.0056768333541652545,GZMA,-0.0030167783533989307
1305,0.0026576565769052102,0.0014498010976321141,COL13A1,0.0012078554792730961
6404,0.002649437553301963,0.0008050728872677933,SELPLG,0.0018443646660341697
941,0.002645416083827708,0.0009732678880151462,CD80,0.001672148195812562
728,0.00261600735868097,0.0012928468563801847,C5AR1,0.0013231605023007853
3501,0.00261489054784051,0.001340147792248961,IGHG2,0.001274742755591549
5154,0.0026098258984055024,0.0010525963125528007,PDGFA,0.0015572295858527017
355,0.002606934537351161,0.001590435598316139,FAS,0.0010164989390350218
5025,0.0026038072927942204,0.00075908159961387,P2RX4,0.0018447256931803503
7412,0.002602847243645095,0.0010922687200255175,VCAM1,0.0015105785236195777
26191,0.002595991112897861,0.0011731007983033328,PTPN22,0.0014228903145945282
6597,0.002592305883953444,0.0009796736601166663,SMARCA4,0.0016126322238367776
952,0.0025672214024799918,0.0010853782972325822,CD38,0.0014818431052474096
3626,0.0025630718418507394,0.0006701311684681541,INHBC,0.0018929406733825854
3717,0.0025626883863514634,0.0009220113181645608,JAK2,0.0016406770681869026
84166,0.0025558880861020756,0.0024027507481576118,NLRC5,0.00015313733794446388
2034,0.0025478661823887696,0.0011791814901431401,EPAS1,0.0013686846922456295
28516,0.0025330826355152154,0.0011408454546266216,TRDV3,0.0013922371808885938
5629,0.0025258683577967737,0.0009679245673193002,PROX1,0.0015579437904774734
2056,0.0025244652309989084,0.0008755169630718604,EPO,0.001648948267927048
3596,0.0025183187170060625,0.0008436409982234761,IL13,0.0016746777187825863
4090,0.002509139722708589,0.0012106634030864191,SMAD5,0.0012984763196221697
3164,0.0024955036656579216,0.0008354100484833847,NR4A1,0.0016600936171745368
54014,0.002492807141302368,0.0005313431757827184,BRWD1,0.0019614639655196496
7356,0.0024837161191076018,0.0009655846116972416,SCGB1A1,0.00151813150741036
57619,0.0024793644875261583,0.0007000228316107086,SHROOM3,0.0017793416559154498
8841,0.0024764595637165425,0.0007994398485873486,HDAC3,0.0016770197151291938
2919,0.002473796729914701,0.000567789305903534,CXCL1,0.001906007424011167
6892,0.00246952160586516,0.0008171313610624248,TAPBP,0.001652390244802735
3067,0.002467928614840556,0.0012443163753287478,HDC,0.0012236122395118082
2335,0.0024555123327140165,0.0012565871980389975,FN1,0.001198925134675019
7297,0.0024528241918556574,0.0011395258689568552,TYK2,0.0013132983228988022
3635,0.002449059726927424,0.0011371524638404116,INPP5D,0.0013119072630870124
28526,0.0024475788610072865,0.004437683885001515,TRDC,-0.0019901050239942287
115361,0.002437478033325032,0.006078251893620939,GBP4,-0.0036407738602959074
4772,0.002433501195848831,0.001097269040083396,NFATC1,0.001336232155765435
4233,0.002430557791121822,0.0013968855880129752,MET,0.0010336722031088468
9636,0.002429641353194592,0.0008166462806783652,ISG15,0.0016129950725162266
114769,0.002419503682190629,0.001766391863872454,CARD16,0.000653111818318175
3595,0.0024113923700095317,0.0011454342837262492,IL12RB2,0.0012659580862832826
3119,0.00240993905316156,0.0011156171468532853,HLA-DQB1,0.0012943219063082747
3107,0.002403399267143555,0.0009715300650552376,HLA-C,0.0014318692020883175
7827,0.002380995382576218,0.0008175483331176805,NPHS2,0.0015634470494585375
9518,0.002380381025884776,0.0015367320822653394,GDF15,0.0008436489436194367
3454,0.0023775933614746214,0.0014266844043338868,IFNAR1,0.0009509089571407346
3077,0.0023679015479343836,0.0009708558187771073,HFE,0.0013970457291572762
7177,0.0023645706858907594,0.0009862372914750887,TPSAB1,0.0013783333944156707
4057,0.002363916581234236,0.000872643891785045,LTF,0.001491272689449191
6366,0.002360780917276241,0.0008325969479371368,CCL21,0.001528183969339104
3553,0.0023434127995708666,0.0010025276555646221,IL1B,0.0013408851440062444
221472,0.002329962266961923,0.0010979951089625294,FGD2,0.0012319671579993938
3383,0.002319237045136647,0.001705444874057232,ICAM1,0.0006137921710794151
8743,0.0023155656657849613,0.000893397799292166,TNFSF10,0.0014221678664927953
7314,0.00231539964586867,0.0009595208480234964,UBB,0.0013558787978451734
5970,0.0023043143337061174,0.0010216446293817329,RELA,0.0012826697043243846
58475,0.002302811387170941,0.0015040664189782216,MS4A7,0.0007987449681927192
57142,0.00226453682600639,0.0008527719755067991,RTN4,0.0014117648504995911
716,0.002251663482991227,0.0012996746862989875,C1S,0.0009519887966922395
6349,0.002250094119161178,0.0006073539558949869,CCL3L1,0.001642740163266191
196,0.0022466001230938906,0.0008591450146143034,AHR,0.0013874551084795872
923,0.002235057586171612,0.0008328670918926078,CD6,0.0014021904942790042
4321,0.0022343262504970216,0.001060942588296055,MMP12,0.0011733836622009667
8807,0.002224579672124782,0.000951781348622443,IL18RAP,0.001272798323502339
7037,0.00221962201997507,0.0006793143366688953,TFRC,0.0015403076833061745
7048,0.0022104194147629847,0.000957850812476843,TGFBR2,0.0012525686022861419
719,0.0022043870557849755,0.0010283764869884755,C3AR1,0.0011760105687965
50489,0.0021990150007354346,0.001078051371460392,CD207,0.0011209636292750427
1788,0.0021911499550899814,0.000936862822086324,DNMT3A,0.0012542871330036573
79760,0.0021866323063836563,0.00090388648119243,GEMIN7,0.0012827458251912262
7133,0.0021863413907389595,0.0007377448193545164,TNFRSF1B,0.0014485965713844431
9547,0.002178452910341692,0.0016961761456880092,CXCL14,0.00048227676465368305
3667,0.002166276865583687,0.001027968766440464,IRS1,0.0011383080991432231
3558,0.0021614763077930127,0.0007439018043618186,IL2,0.001417574503431194
3125,0.002155348684600252,0.0013140762919859718,HLA-DRB3,0.0008412723926142802
151888,0.0021526572486259576,0.0012421050136726137,BTLA,0.0009105522349533439
374,0.0021443864209121713,0.0010059247804657216,AREG,0.0011384616404464497
7369,0.0021430056214786367,0.0007571616491135427,UMOD,0.0013858439723650941
4155,0.002139139066628066,0.0008347121133717999,MBP,0.001304426953256266
581,0.0021360414800445336,0.00042668235609080317,BAX,0.0017093591239537304
1282,0.0021337915597583763,0.001090305612306908,COL4A1,0.0010434859474514682
50943,0.002132706301530917,0.0011149802718592177,FOXP3,0.0010177260296716992
59,0.0021210314526651144,0.001296227275085714,ACTA2,0.0008248041775794003
22914,0.0021192272478041353,0.001320021221399505,KLRK1,0.0007992060264046302
5329,0.00211103273998843,0.001122390279881707,PLAUR,0.000988642460106723
4318,0.002108418569875469,0.0007573189714562148,MMP9,0.001351099598419254
1286,0.0021031566210637023,0.0007020115244997618,COL4A4,0.0014011450965639406
970,0.002102000717201943,0.0010085790122338631,CD70,0.0010934217049680798
54210,0.0020891003108446686,0.000954528871840824,TREM1,0.0011345714390038446
10346,0.002087080758215298,0.0008537815611679069,TRIM22,0.0012332991970473912
3813,0.0020839131210332092,0.0009294386408311412,KIR3DS1,0.0011544744802020682
10148,0.002079671171020151,0.0008473934715118211,EBI3,0.00123227769950833
5196,0.002072555105765244,0.0009324312667641033,PF4,0.0011401238390011407
1499,0.0020567671560009606,0.0011405135864924634,CTNNB1,0.0009162535695084971
28602,0.0020544979505972213,0.0028596822556764246,TRBV6-5,-0.0008051843050792032
3689,0.0020539225702517943,0.0011383870821997332,ITGB2,0.0009155354880520611
10551,0.002046299407403366,0.000753666470970719,AGR2,0.0012926329364326469
10345,0.00204162948146599,0.0010208210211874304,TRDN,0.0010208084602785596
3484,0.0020381032037589323,0.0011740099304263843,IGFBP1,0.000864093273332548
59067,0.002030769925359222,0.0010189404167774234,IL21,0.0010118295085817985
3903,0.002028765753739971,0.0009578861955959731,LAIR1,0.0010708795581439979
2206,0.0020218476810990446,0.0008548265100995725,MS4A2,0.001167021170999472
640,0.002011307584691035,0.0008903745705371395,BLK,0.0011209330141538957
23643,0.0020101211026561394,0.0008320393370660302,LY96,0.0011780817655901092
7483,0.00200142493173993,0.0006553471419496267,WNT9A,0.0013460777897903032
5663,0.001984517946286739,0.0007512399427786168,PSEN1,0.0012332780035081222
1520,0.0019835089979445366,0.000803701701126083,CTSS,0.0011798072968184537
27063,0.0019823387264353105,0.001562457162131671,ANKRD1,0.0004198815643036394
4088,0.0019810896593924245,0.001073969994635574,SMAD3,0.0009071196647568505
4162,0.0019773291717947784,0.0009876605694574055,MCAM,0.0009896686023373729
924,0.0019685523482671583,0.0008866997526626415,CD7,0.0010818525956045168
23,0.0019675762159712265,0.001016030120208446,ABCF1,0.0009515460957627805
397,0.001964528649142974,0.0008841800155484287,ARHGDIB,0.0010803486335945452
727,0.0019596143203750214,0.0007698292526798978,C5,0.0011897850676951234
100528032,0.001954928397296541,0.001301147874279407,KLRC4-KLRK1,0.000653780523017134
81671,0.00195278421794021,0.0013306890721668215,VMP1,0.0006220951457733886
3592,0.0019495725401559927,0.0009533356827187196,IL12A,0.0009962368574372733
3003,0.0019461592889758184,0.0008213312353779044,GZMK,0.001124828053597914
3551,0.0019349029011080355,0.0009418784580136343,IKBKB,0.0009930244430944011
56833,0.0019346540926826348,0.0007550379817845122,SLAMF8,0.0011796161108981228
8995,0.001929536546092788,0.0012175616357243558,TNFSF18,0.0007119749103684323
1244,0.00192342301479588,0.0011234548901983923,ABCC2,0.0007999681245974878
929,0.0019213914585194704,0.0006376928777533248,CD14,0.0012836985807661455
2022,0.0019197856577319906,0.0008470863171565185,ENG,0.0010726993405754722
6363,0.0019176484167839794,0.0013469734549131447,CCL19,0.0005706749618708347
4323,0.0019163531960300088,0.0008833667764678744,MMP14,0.0010329864195621344
9466,0.0019146138964947796,0.0004986612808713249,IL27RA,0.0014159526156234548
150372,0.0019106984463203754,0.0015350750032522952,NFAM1,0.0003756234430680801
3567,0.0018911738226091456,0.0009084803440983088,IL5,0.0009826934785108368
710,0.001884545220528993,0.0011442567893705459,SERPING1,0.000740288431158447
7903,0.0018826616395889082,0.0010299671858327315,ST8SIA4,0.0008526944537561767
313,0.0018761826507086687,0.0008390621633006097,AOAH,0.001037120487408059
100133941,0.00187110831959535,0.0009307811309755169,CD24,0.0009403271886198331
1240,0.0018701265715507943,0.0009555542672293591,CMKLR1,0.0009145723043214351
6497,0.0018672126521264865,0.001100224099752175,SKI,0.0007669885523743116
1393,0.0018639304640747656,0.0007163377990929985,CRHBP,0.001147592664981767
5788,0.0018592667563834691,0.0010225031100635966,PTPRC,0.0008367636463198725
5788,0.0018592667563834691,0.0010225031100635966,PTPRC,0.0008367636463198725
5788,0.0018592667563834691,0.0010225031100635966,PTPRC,0.0008367636463198725
5788,0.0018592667563834691,0.0010225031100635966,PTPRC,0.0008367636463198725
256987,0.0018361402390610951,0.0008417121947436136,SERINC5,0.0009944280443174814
83595,0.001830670461646818,0.0006518378353800277,SOX7,0.0011788326262667903
4015,0.0018189800346237704,0.0008240994282827578,LOX,0.0009948806063410126
4049,0.001817888898867188,0.0008683244203185776,LTA,0.0009495644785486104
4851,0.0018114275184774858,0.0009748424363267962,NOTCH1,0.0008365850821506896
348,0.001803377726808671,0.001080725122891167,APOE,0.0007226526039175042
5293,0.0018007458429207385,0.001048547776294389,PIK3CD,0.0007521980666263495
3459,0.0017874752434163114,0.0010782646462811978,IFNGR1,0.0007092105971351135
5473,0.0017764804849126692,0.0006271234416842664,PPBP,0.0011493570432284028
2212,0.0017688887524916542,0.0013481752570146841,FCGR2A,0.0004207134954769701
4792,0.0017668371565036447,0.001266633519980451,NFKBIA,0.0005002036365231938
3804,0.0017628823418207398,0.0006061561278209768,KIR2DL3,0.001156726213999763
387357,0.0017597055461972648,0.001408385642309024,THEMIS,0.00035131990388824084
54739,0.001734925387152279,0.0008541636822015286,XAF1,0.0008807617049507504
5897,0.0017323598110690463,0.0016536754353366268,RAG2,7.868437573241944e-05
4599,0.0017307548047698414,0.0010593840449755097,MX1,0.0006713707597943317
10581,0.0017297136740679194,0.0009859867852514406,IFITM2,0.0007437268888164789
9332,0.0017087769326675903,0.0007626758473511648,CD163,0.0009461010853164254
101,0.0017065744817172815,0.0008685960841179535,ADAM8,0.000837978397599328
3574,0.0017046117152063832,0.0012008492333055868,IL7,0.0005037624819007964
55340,0.001704068671554977,0.0009560058207569124,GIMAP5,0.0007480628507980646
3371,0.0017036991042011886,0.0009919355703803664,TNC,0.0007117635338208222
10010,0.001696714187868331,0.0007493305961606714,TANK,0.0009473835917076595
6375,0.0016956921767149237,0.0009046102611925693,XCL1,0.0007910819155223543
58191,0.0016951946828093237,0.0011487238553415885,CXCL16,0.0005464708274677352
5159,0.0016927435465771174,0.0009853393325817779,PDGFRB,0.0007074042139953395
4878,0.0016911189554478319,0.0011952221079700213,NPPA,0.0004958968474778106
933,0.0016881419508699507,0.0006800332056040417,CD22,0.001008108745265909
4684,0.0016776125565894837,0.0009021083074535359,NCAM1,0.0007755042491359478
3556,0.00167516178747797,0.0008604042757987626,IL1RAP,0.0008147575116792075
2204,0.0016714972337652937,0.0009721486001922792,FCAR,0.0006993486335730145
54106,0.0016714892890296981,0.0006924128405988931,TLR9,0.000979076448430805
28568,0.001664545883946077,0.0007597447408632801,TRBV19,0.0009048011430827969
4946,0.0016618830857122475,0.0005206574648003484,OAZ1,0.0011412256209118992
28639,0.00166093260546967,0.0008878924571352143,TRBC1,0.0007730401483344557
10018,0.0016501903596659836,0.0007679140568728998,BCL2L11,0.0008822763027930838
6777,0.0016470464910843892,0.0007211571417344762,STAT5B,0.000925889349349913
211,0.0016469327528908855,0.0006716969406905073,ALAS1,0.0009752358122003782
3718,0.001641460828753725,0.0008219701725409942,JAK3,0.0008194906562127307
915,0.001638435502538625,0.0009901052619604932,CD3D,0.0006483302405781318
713,0.0016372011913162213,0.0008696688593272394,C1QB,0.0007675323319889819
8832,0.001625447813446304,0.0007346800024626373,CD84,0.0008907678109836666
4609,0.0016193359534775503,0.0013562105517188115,MYC,0.0002631254017587388
3134,0.0016190910231827355,0.0030264065262420744,HLA-F,-0.0014073155030593389
5600,0.0016167870440634798,0.0011294684988943878,MAPK11,0.000487318545169092
2280,0.0016115377365669978,0.0008107947504007522,FKBP1A,0.0008007429861662457
9023,0.0015953664927919832,0.0013435858710946537,CH25H,0.0002517806216973295
729230,0.0015938235663920802,0.0013646342688074223,CCR2,0.00022918929758465796
3091,0.001589155290381574,0.001095905229414191,HIF1A,0.0004932500609673828
947,0.00158702869354151,0.0012658987987201997,CD34,0.0003211298948213102
30845,0.00157861572143119,0.001035887551952986,EHD3,0.000542728169478204
4311,0.001574836729486287,0.0010524422914145065,MME,0.0005223944380717805
